,52416,5/1/2014,Germany,2235,GER1,Male,"10,5",#REF!,#REF!," $169,00 ",50%,2014,1," $84,50 "
,52417,5/1/2014,United States,2154,US15,Male,11,#REF!,#REF!," $189,00 ",0%,2014,1," $189,00 "
,52418,5/1/2014,United States,2152,US15,Male,8,#REF!,#REF!," $139,00 ",0%,2014,1," $139,00 "
,52419,6/1/2014,Canada,2154,CAN3,Male,"10,5",#REF!,#REF!," $179,00 ",0%,2014,1," $179,00 "
,52420,6/1/2014,Germany,2154,GER1,Male,10,#REF!,#REF!," $199,00 ",0%,2014,1," $199,00 "
,52421,6/1/2014,Germany,2206,GER2,Male,"8,5",#REF!,#REF!," $149,00 ",20%,2014,1," $119,20 "
,52421,6/1/2014,Germany,2235,GER1,Male,"10,5",#REF!,#REF!," $169,00 ",50%,2014,1," $84,50 "
,52422,6/1/2014,United States,2213,US7,Female,8,#REF!,#REF!," $139,00 ",0%,2014,1," $139,00 "
,52423,6/1/2014,United States,2225,US15,Male,10,#REF!,#REF!," $199,00 ",30%,2014,1," $139,30 "
,52424,6/1/2014,Canada,2150,CAN2,Female,9,#REF!,#REF!," $139,00 ",20%,2014,1," $111,20 "
,52425,7/1/2014,Canada,2160,CAN7,Male,"9,5",#REF!,#REF!," $149,00 ",20%,2014,1," $119,20 "
,52426,7/1/2014,United Kingdom,2167,UK2,Female,8,#REF!,#REF!," $199,00 ",0%,2014,1," $199,00 "
,52427,7/1/2014,Germany,2242,GER2,Female,7,#REF!,#REF!," $189,00 ",10%,2014,1," $170,10 "
,52428,7/1/2014,United States,2173,US15,Male,"10,5",#REF!,#REF!," $159,00 ",0%,2014,1," $159,00 "
,52429,7/1/2014,Germany,2239,GER1,Female,"9,5",#REF!,#REF!," $159,00 ",50%,2014,1," $79,50 "
,52430,7/1/2014,United Kingdom,2168,UK1,Male,10,#REF!,#REF!," $159,00 ",10%,2014,1," $143,10 "
,52431,7/1/2014,United States,2204,US13,Male,"9,5",#REF!,#REF!," $129,00 ",10%,2014,1," $116,10 "
,52432,8/1/2014,Canada,2238,CAN5,Male,10,#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52433,8/1/2014,Canada,2154,CAN3,Male,"10,5",#REF!,#REF!," $179,00 ",0%,2014,1," $179,00 "
,52434,8/1/2014,Germany,2238,GER2,Female,"9,5",#REF!,#REF!," $189,00 ",0%,2014,1," $189,00 "
,52435,8/1/2014,United Kingdom,2229,UK4,Male,7,#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52436,8/1/2014,Germany,2225,GER2,Male,"9,5",#REF!,#REF!," $179,00 ",10%,2014,1," $161,10 "
,52437,8/1/2014,United States,2207,US13,Male,12,#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52438,9/1/2014,United States,2168,US15,Male,11,#REF!,#REF!," $139,00 ",10%,2014,1," $125,10 "
,52439,9/1/2014,Canada,2160,CAN7,Male,"9,5",#REF!,#REF!," $149,00 ",20%,2014,1," $119,20 "
,52440,9/1/2014,Germany,2195,GER2,Male,9,#REF!,#REF!," $189,00 ",0%,2014,1," $189,00 "
,52441,9/1/2014,United States,2191,US15,Female,"8,5",#REF!,#REF!," $189,00 ",50%,2014,1," $94,50 "
,52442,9/1/2014,Canada,2217,CAN3,Female,9,#REF!,#REF!," $149,00 ",0%,2014,1," $149,00 "
,52443,10/1/2014,United States,2195,US7,Female,8,#REF!,#REF!," $129,00 ",10%,2014,1," $116,10 "
,52444,10/1/2014,Germany,2157,GER2,Male,12,#REF!,#REF!," $149,00 ",20%,2014,1," $119,20 "
,52445,10/1/2014,United States,2176,US5,Female,8,#REF!,#REF!," $129,00 ",0%,2014,1," $129,00 "
,52446,10/1/2014,Germany,2185,GER1,Male,8,#REF!,#REF!," $179,00 ",0%,2014,1," $179,00 "
,52447,10/1/2014,Canada,2213,CAN6,Female,8,#REF!,#REF!," $139,00 ",0%,2014,1," $139,00 "
,52448,10/1/2014,Canada,2150,CAN2,Female,9,#REF!,#REF!," $139,00 ",20%,2014,1," $111,20 "
,52449,11/1/2014,United States,2154,US15,Male,11,#REF!,#REF!," $189,00 ",0%,2014,1," $189,00 "
,52450,11/1/2014,United States,2230,US15,Female,8,#REF!,#REF!," $129,00 ",0%,2014,1," $129,00 "
,52450,11/1/2014,United States,2207,US1,Female,8,#REF!,#REF!," $199,00 ",10%,2014,1," $179,10 "
,52451,11/1/2014,United Kingdom,2167,UK2,Female,"8,5",#REF!,#REF!," $149,00 ",0%,2014,1," $149,00 "
,52452,11/1/2014,Germany,2225,GER2,Male,"9,5",#REF!,#REF!," $179,00 ",10%,2014,1," $161,10 "
,52453,11/1/2014,United Kingdom,2168,UK1,Male,10,#REF!,#REF!," $159,00 ",10%,2014,1," $143,10 "
,52454,12/1/2014,United States,2159,US15,Female,8,#REF!,#REF!," $179,00 ",50%,2014,1," $89,50 "
,52454,12/1/2014,United States,2168,US15,Male,11,#REF!,#REF!," $139,00 ",10%,2014,1," $125,10 "
,52455,12/1/2014,Canada,2204,CAN1,Male,9,#REF!,#REF!," $199,00 ",0%,2014,1," $199,00 "
,52456,12/1/2014,United States,2206,US12,Male,10,#REF!,#REF!," $149,00 ",30%,2014,1," $104,30 "
,52457,12/1/2014,Germany,2195,GER2,Male,9,#REF!,#REF!," $189,00 ",0%,2014,1," $189,00 "
,52458,13/1/2014,United States,2231,US9,Female,"7,5",#REF!,#REF!," $169,00 ",10%,2014,1," $152,10 "
,52459,13/1/2014,Canada,2172,CAN6,Female,8,#REF!,#REF!," $149,00 ",20%,2014,1," $119,20 "
,52460,13/1/2014,Canada,2226,CAN6,Male,12,#REF!,#REF!," $129,00 ",20%,2014,1," $103,20 "
,52461,13/1/2014,United States,2232,US4,Female,"7,5",#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52461,13/1/2014,United States,2230,US14,Female,9,#REF!,#REF!," $179,00 ",0%,2014,1," $179,00 "
,52461,13/1/2014,United States,2169,US3,Female,10,#REF!,#REF!," $169,00 ",30%,2014,1," $118,30 "
,52462,13/1/2014,United Kingdom,2182,UK3,Female,"8,5",#REF!,#REF!," $129,00 ",0%,2014,1," $129,00 "
,52463,14/1/2014,Germany,2191,GER3,Male,10,#REF!,#REF!," $149,00 ",0%,2014,1," $149,00 "
,52464,14/1/2014,Canada,2213,CAN6,Female,8,#REF!,#REF!," $139,00 ",0%,2014,1," $139,00 "
,52465,14/1/2014,Germany,2199,GER2,Male,"11,5",#REF!,#REF!," $189,00 ",0%,2014,1," $189,00 "
,52466,14/1/2014,United States,2159,US15,Female,6,#REF!,#REF!," $199,00 ",10%,2014,1," $179,10 "
,52467,14/1/2014,United States,2210,US2,Female,"7,5",#REF!,#REF!," $189,00 ",0%,2014,1," $189,00 "
,52467,14/1/2014,United States,2194,US13,Female,9,#REF!,#REF!," $179,00 ",0%,2014,1," $179,00 "
,52467,14/1/2014,United States,2169,US14,Male,"10,5",#REF!,#REF!," $139,00 ",0%,2014,1," $139,00 "
,52468,15/1/2014,United States,2192,US3,Female,"7,5",#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52469,15/1/2014,Germany,2225,GER2,Male,"9,5",#REF!,#REF!," $179,00 ",10%,2014,1," $161,10 "
,52470,15/1/2014,Canada,2178,CAN5,Male,"9,5",#REF!,#REF!," $139,00 ",10%,2014,1," $125,10 "
,52471,15/1/2014,United States,2152,US15,Female,"7,5",#REF!,#REF!," $149,00 ",30%,2014,1," $104,30 "
,52472,15/1/2014,United States,2231,US9,Female,"7,5",#REF!,#REF!," $169,00 ",10%,2014,1," $152,10 "
,52472,15/1/2014,United States,2222,US1,Female,9,#REF!,#REF!," $139,00 ",10%,2014,1," $125,10 "
,52472,15/1/2014,United States,2202,US14,Female,10,#REF!,#REF!," $129,00 ",30%,2014,1," $90,30 "
,52473,16/1/2014,Canada,2213,CAN2,Male,"8,5",#REF!,#REF!," $169,00 ",50%,2014,1," $84,50 "
,52474,16/1/2014,United States,2204,US6,Female,"7,5",#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52474,16/1/2014,United States,2161,US15,Male,10,#REF!,#REF!," $139,00 ",0%,2014,1," $139,00 "
,52474,16/1/2014,United States,2233,US1,Female,"9,5",#REF!,#REF!," $149,00 ",30%,2014,1," $104,30 "
,52475,16/1/2014,Germany,2242,GER2,Female,7,#REF!,#REF!," $189,00 ",10%,2014,1," $170,10 "
,52476,16/1/2014,United States,2194,US15,Female,"7,5",#REF!,#REF!," $129,00 ",0%,2014,1," $129,00 "
,52477,17/1/2014,Canada,2177,CAN6,Male,11,#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52478,17/1/2014,Canada,2220,CAN6,Male,"9,5",#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52479,17/1/2014,United States,2177,US5,Female,"7,5",#REF!,#REF!," $159,00 ",20%,2014,1," $127,20 "
,52479,17/1/2014,United States,2163,US9,Female,"9,5",#REF!,#REF!," $129,00 ",10%,2014,1," $116,10 "
,52480,17/1/2014,United States,2232,US4,Female,"7,5",#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52480,17/1/2014,United States,2163,US14,Female,"9,5",#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52480,17/1/2014,United States,2150,US8,Male,"9,5",#REF!,#REF!," $199,00 ",0%,2014,1," $199,00 "
,52481,17/1/2014,Canada,2154,CAN3,Male,"10,5",#REF!,#REF!," $179,00 ",0%,2014,1," $179,00 "
,52482,17/1/2014,United States,2177,US15,Male,14,#REF!,#REF!," $159,00 ",10%,2014,1," $143,10 "
,52483,18/1/2014,Canada,2241,CAN5,Male,"9,5",#REF!,#REF!," $139,00 ",20%,2014,1," $111,20 "
,52484,18/1/2014,United Kingdom,2221,UK2,Female,"6,5",#REF!,#REF!," $159,00 ",20%,2014,1," $127,20 "
,52485,18/1/2014,United States,2204,US6,Female,"7,5",#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52485,18/1/2014,United States,2233,US1,Female,"9,5",#REF!,#REF!," $149,00 ",30%,2014,1," $104,30 "
,52486,18/1/2014,United States,2210,US2,Female,"7,5",#REF!,#REF!," $189,00 ",0%,2014,1," $189,00 "
,52486,18/1/2014,United States,2191,US9,Male,"10,5",#REF!,#REF!," $199,00 ",0%,2014,1," $199,00 "
,52486,18/1/2014,United States,2161,US15,Male,10,#REF!,#REF!," $139,00 ",0%,2014,1," $139,00 "
,52487,18/1/2014,United States,2154,US15,Female,8,#REF!,#REF!," $139,00 ",30%,2014,1," $97,30 "
,52488,18/1/2014,Canada,2211,CAN7,Female,"8,5",#REF!,#REF!," $149,00 ",0%,2014,1," $149,00 "
,52489,18/1/2014,Germany,2151,GER2,Male,6,#REF!,#REF!," $199,00 ",0%,2014,1," $199,00 "
,52490,19/1/2014,United States,2235,US15,Female,"9,5",#REF!,#REF!," $139,00 ",0%,2014,1," $139,00 "
,52491,19/1/2014,Germany,2214,GER3,Male,"10,5",#REF!,#REF!," $139,00 ",0%,2014,1," $139,00 "
,52492,19/1/2014,Germany,2209,GER3,Female,"7,5",#REF!,#REF!," $169,00 ",20%,2014,1," $135,20 "
,52493,19/1/2014,United States,2232,US4,Female,"7,5",#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52493,19/1/2014,United States,2150,US8,Male,"9,5",#REF!,#REF!," $199,00 ",0%,2014,1," $199,00 "
,52494,19/1/2014,United Kingdom,2202,UK4,Male,9,#REF!,#REF!," $199,00 ",0%,2014,1," $199,00 "
,52495,19/1/2014,Germany,2185,GER1,Male,8,#REF!,#REF!," $179,00 ",0%,2014,1," $179,00 "
,52496,19/1/2014,Canada,2156,CAN6,Male,9,#REF!,#REF!," $189,00 ",0%,2014,1," $189,00 "
,52496,19/1/2014,Canada,2189,CAN7,Male,11,#REF!,#REF!," $129,00 ",30%,2014,1," $90,30 "
,52497,19/1/2014,Canada,2236,CAN7,Female,"8,5",#REF!,#REF!," $129,00 ",0%,2014,1," $129,00 "
,52498,19/1/2014,Germany,2189,GER2,Female,"7,5",#REF!,#REF!," $139,00 ",50%,2014,1," $69,50 "
,52499,20/1/2014,United States,2180,US15,Female,8,#REF!,#REF!," $149,00 ",0%,2014,1," $149,00 "
,52499,20/1/2014,United States,2204,US15,Female,"9,5",#REF!,#REF!," $169,00 ",10%,2014,1," $152,10 "
,52500,20/1/2014,United Kingdom,2154,UK2,Male,"9,5",#REF!,#REF!," $139,00 ",0%,2014,1," $139,00 "
,52501,20/1/2014,Germany,2192,GER1,Male,11,#REF!,#REF!," $199,00 ",0%,2014,1," $199,00 "
,52502,20/1/2014,United States,2230,US15,Female,8,#REF!,#REF!," $129,00 ",0%,2014,1," $129,00 "
,52503,20/1/2014,Canada,2185,CAN7,Male,"7,5",#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52503,20/1/2014,Canada,2156,CAN6,Male,9,#REF!,#REF!," $189,00 ",0%,2014,1," $189,00 "
,52504,20/1/2014,Germany,2180,GER3,Female,"7,5",#REF!,#REF!," $139,00 ",0%,2014,1," $139,00 "
,52505,21/1/2014,United States,2154,US15,Female,8,#REF!,#REF!," $139,00 ",30%,2014,1," $97,30 "
,52505,21/1/2014,United States,2214,US15,Female,"9,5",#REF!,#REF!," $149,00 ",50%,2014,1," $74,50 "
,52506,21/1/2014,Germany,2238,GER1,Male,"11,5",#REF!,#REF!," $129,00 ",10%,2014,1," $116,10 "
,52507,21/1/2014,Germany,2151,GER1,Male,"9,5",#REF!,#REF!," $149,00 ",20%,2014,1," $119,20 "
,52508,21/1/2014,United Kingdom,2222,UK4,Female,9,#REF!,#REF!," $159,00 ",0%,2014,1," $159,00 "
,52509,21/1/2014,United States,2177,US5,Female,"7,5",#REF!,#REF!," $159,00 ",20%,2014,1," $127,20 "
,52510,21/1/2014,Canada,2178,CAN5,Male,"9,5",#REF!,#REF!," $139,00 ",10%,2014,1," $125,10 "
,52510,21/1/2014,Canada,2185,CAN7,Male,"7,5",#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52511,22/1/2014,Germany,2199,GER2,Male,"11,5",#REF!,#REF!," $189,00 ",0%,2014,1," $189,00 "
,52512,22/1/2014,Germany,2200,GER2,Female,7,#REF!,#REF!," $129,00 ",0%,2014,1," $129,00 "
,52513,22/1/2014,United States,2183,US4,Female,8,#REF!,#REF!," $149,00 ",0%,2014,1," $149,00 "
,52514,22/1/2014,United States,2175,US15,Male,9,#REF!,#REF!," $179,00 ",50%,2014,1," $89,50 "
,52515,22/1/2014,United States,2204,US6,Female,"7,5",#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52516,23/1/2014,United States,2152,US15,Female,"7,5",#REF!,#REF!," $149,00 ",30%,2014,1," $104,30 "
,52517,23/1/2014,Canada,2189,CAN7,Male,11,#REF!,#REF!," $129,00 ",30%,2014,1," $90,30 "
,52518,23/1/2014,United States,2163,US12,Female,8,#REF!,#REF!," $149,00 ",0%,2014,1," $149,00 "
,52519,23/1/2014,United States,2172,US13,Male,"10,5",#REF!,#REF!," $129,00 ",20%,2014,1," $103,20 "
,52520,23/1/2014,Germany,2191,GER2,Male,"9,5",#REF!,#REF!," $199,00 ",30%,2014,1," $139,30 "
,52521,23/1/2014,United States,2213,US6,Male,"11,5",#REF!,#REF!," $179,00 ",30%,2014,1," $125,30 "
,52522,23/1/2014,United States,2173,US7,Female,"9,5",#REF!,#REF!," $199,00 ",0%,2014,1," $199,00 "
,52522,23/1/2014,United States,2190,US13,Female,"9,5",#REF!,#REF!," $169,00 ",30%,2014,1," $118,30 "
,52523,24/1/2014,Germany,2233,GER3,Male,"9,5",#REF!,#REF!," $179,00 ",0%,2014,1," $179,00 "
,52524,24/1/2014,Canada,2156,CAN6,Male,9,#REF!,#REF!," $189,00 ",0%,2014,1," $189,00 "
,52525,24/1/2014,United States,2158,US13,Male,"10,5",#REF!,#REF!," $159,00 ",20%,2014,1," $127,20 "
,52526,24/1/2014,United States,2219,US13,Male,"10,5",#REF!,#REF!," $139,00 ",0%,2014,1," $139,00 "
,52527,24/1/2014,Canada,2227,CAN1,Female,8,#REF!,#REF!," $179,00 ",30%,2014,1," $125,30 "
,52528,24/1/2014,United States,2211,US6,Male,"9,5",#REF!,#REF!," $189,00 ",0%,2014,1," $189,00 "
,52529,24/1/2014,United States,2164,US5,Female,8,#REF!,#REF!," $149,00 ",0%,2014,1," $149,00 "
,52530,24/1/2014,United States,2175,US15,Male,9,#REF!,#REF!," $179,00 ",50%,2014,1," $89,50 "
,52530,24/1/2014,United States,2173,US7,Female,"9,5",#REF!,#REF!," $199,00 ",0%,2014,1," $199,00 "
,52531,25/1/2014,United Kingdom,2169,UK4,Female,"7,5",#REF!,#REF!," $189,00 ",20%,2014,1," $151,20 "
,52532,25/1/2014,Canada,2217,CAN5,Male,7,#REF!,#REF!," $199,00 ",0%,2014,1," $199,00 "
,52533,25/1/2014,Canada,2151,CAN5,Female,9,#REF!,#REF!," $129,00 ",50%,2014,1," $64,50 "
,52534,25/1/2014,United States,2235,US13,Male,"8,5",#REF!,#REF!," $169,00 ",30%,2014,1," $118,30 "
,52535,25/1/2014,Germany,2169,GER1,Male,"9,5",#REF!,#REF!," $129,00 ",0%,2014,1," $129,00 "
,52535,25/1/2014,Germany,2197,GER1,Female,"8,5",#REF!,#REF!," $179,00 ",20%,2014,1," $143,20 "
,52536,25/1/2014,Germany,2151,GER1,Male,"9,5",#REF!,#REF!," $149,00 ",20%,2014,1," $119,20 "
,52537,25/1/2014,United States,2203,US8,Female,8,#REF!,#REF!," $179,00 ",50%,2014,1," $89,50 "
,52538,25/1/2014,United States,2213,US6,Male,"11,5",#REF!,#REF!," $179,00 ",30%,2014,1," $125,30 "
,52538,25/1/2014,United States,2175,US15,Male,9,#REF!,#REF!," $179,00 ",50%,2014,1," $89,50 "
,52539,26/1/2014,United Kingdom,2227,UK1,Female,"7,5",#REF!,#REF!," $129,00 ",50%,2014,1," $64,50 "
,52540,26/1/2014,Germany,2200,GER2,Female,7,#REF!,#REF!," $129,00 ",0%,2014,1," $129,00 "
,52541,26/1/2014,Canada,2154,CAN6,Female,9,#REF!,#REF!," $129,00 ",0%,2014,1," $129,00 "
,52542,26/1/2014,United States,2147,US15,Female,"8,5",#REF!,#REF!," $189,00 ",0%,2014,1," $189,00 "
,52543,26/1/2014,United States,2183,US4,Female,8,#REF!,#REF!," $149,00 ",0%,2014,1," $149,00 "
,52544,26/1/2014,United Kingdom,2158,UK4,Female,6,#REF!,#REF!," $189,00 ",0%,2014,1," $189,00 "
,52545,26/1/2014,United States,2226,US8,Female,8,#REF!,#REF!," $199,00 ",30%,2014,1," $139,30 "
,52546,26/1/2014,Germany,2227,GER1,Female,9,#REF!,#REF!," $149,00 ",10%,2014,1," $134,10 "
,52547,27/1/2014,Canada,2189,CAN7,Male,11,#REF!,#REF!," $129,00 ",30%,2014,1," $90,30 "
,52548,27/1/2014,United Kingdom,2224,UK3,Male,"8,5",#REF!,#REF!," $129,00 ",50%,2014,1," $64,50 "
,52549,27/1/2014,Canada,2198,CAN5,Male,9,#REF!,#REF!," $169,00 ",30%,2014,1," $118,30 "
,52550,27/1/2014,Germany,2201,GER1,Male,10,#REF!,#REF!," $149,00 ",0%,2014,1," $149,00 "
,52551,27/1/2014,United States,2164,US5,Female,8,#REF!,#REF!," $149,00 ",0%,2014,1," $149,00 "
,52552,27/1/2014,Germany,2189,GER3,Female,9,#REF!,#REF!," $149,00 ",30%,2014,1," $104,30 "
,52553,28/1/2014,Germany,2219,GER3,Male,"10,5",#REF!,#REF!," $179,00 ",30%,2014,1," $125,30 "
,52554,28/1/2014,United Kingdom,2224,UK3,Female,6,#REF!,#REF!," $129,00 ",0%,2014,1," $129,00 "
,52555,28/1/2014,Germany,2233,GER3,Male,"9,5",#REF!,#REF!," $179,00 ",0%,2014,1," $179,00 "
,52556,28/1/2014,Germany,2210,GER3,Female,9,#REF!,#REF!," $169,00 ",50%,2014,1," $84,50 "
,52557,29/1/2014,United States,2231,US5,Male,10,#REF!,#REF!," $159,00 ",10%,2014,1," $143,10 "
,52558,29/1/2014,Canada,2220,CAN5,Female,8,#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52559,29/1/2014,United Kingdom,2169,UK4,Female,"7,5",#REF!,#REF!," $189,00 ",20%,2014,1," $151,20 "
,52560,30/1/2014,United States,2228,US15,Male,"9,5",#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52560,30/1/2014,United States,2165,US3,Female,8,#REF!,#REF!," $189,00 ",0%,2014,1," $189,00 "
,52561,30/1/2014,United States,2234,US12,Female,"9,5",#REF!,#REF!," $159,00 ",0%,2014,1," $159,00 "
,52562,30/1/2014,Germany,2191,GER2,Male,"9,5",#REF!,#REF!," $199,00 ",30%,2014,1," $139,30 "
,52563,30/1/2014,United States,2190,US15,Male,"8,5",#REF!,#REF!," $189,00 ",50%,2014,1," $94,50 "
,52564,31/1/2014,United States,2195,US15,Male,"11,5",#REF!,#REF!," $199,00 ",20%,2014,1," $159,20 "
,52564,31/1/2014,United States,2228,US15,Male,"9,5",#REF!,#REF!," $169,00 ",0%,2014,1," $169,00 "
,52565,31/1/2014,United States,2166,US12,Male,9,#REF!,#REF!," $139,00 ",0%,2014,1," $139,00 "
,52566,31/1/2014,Germany,2165,GER1,Female,"10,5",#REF!,#REF!," $179,00 ",20%,2014,1," $143,20 "
,52567,31/1/2014,United States,2180,US15,Female,8,#REF!,#REF!," $149,00 ",0%,2014,1," $149,00 "
,52567,31/1/2014,United States,2208,US15,Female,8,#REF!,#REF!," $159,00 ",0%,2014,1," $159,00 "
,52567,31/1/2014,United States,2237,US10,Female,8,#REF!,#REF!," $129,00 ",10%,2014,1," $116,10 "
,52568,31/1/2014,United States,2177,US15,Male,14,#REF!,#REF!," $159,00 ",10%,2014,1," $143,10 "
,52569,31/1/2014,Canada,2147,CAN3,Female,8,#REF!,#REF!," $169,00 ",10%,2014,1," $152,10 "
,52570,1/2/2014,United States,2193,US15,Male,"10,5",#REF!,#REF!," $199,00 ",0%,2014,2," $199,00 "
,52570,1/2/2014,United States,2195,US15,Male,"11,5",#REF!,#REF!," $199,00 ",20%,2014,2," $159,20 "
,52571,1/2/2014,Germany,2212,GER2,Female,"10,5",#REF!,#REF!," $199,00 ",0%,2014,2," $199,00 "
,52572,1/2/2014,United States,2211,US15,Female,8,#REF!,#REF!," $169,00 ",0%,2014,2," $169,00 "
,52572,1/2/2014,United States,2165,US3,Female,8,#REF!,#REF!," $189,00 ",0%,2014,2," $189,00 "
,52573,1/2/2014,Germany,2214,GER3,Male,"10,5",#REF!,#REF!," $139,00 ",0%,2014,2," $139,00 "
,52574,1/2/2014,Canada,2211,CAN7,Female,"8,5",#REF!,#REF!," $149,00 ",0%,2014,2," $149,00 "
,52575,1/2/2014,Canada,2182,CAN2,Female,9,#REF!,#REF!," $179,00 ",0%,2014,2," $179,00 "
,52576,1/2/2014,Canada,2214,CAN6,Female,8,#REF!,#REF!," $189,00 ",10%,2014,2," $170,10 "
,52577,2/2/2014,United Kingdom,2222,UK4,Male,"10,5",#REF!,#REF!," $199,00 ",10%,2014,2," $179,10 "
